"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"2112","ABCB","Ameris Bancorp","43.44","$2.06B","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/abcb",NA
"2113","AMSF","AMERISAFE, Inc.","63.09","$1.22B","2005","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/amsf",NA
"2114","ASRV","AmeriServ Financial Inc.","4.34","$78.23M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrv",NA
"2115","ATLO","Ames National Corporation","27.25","$253.72M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/atlo",NA
"2116","AMGN","Amgen Inc.","201.8","$130.62B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/amgn",NA
"2117","FOLD","Amicus Therapeutics, Inc.","11.97","$2.26B","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fold",NA
"2118","AMKR","Amkor Technology, Inc.","6.09","$1.46B","1998","Technology","Semiconductors","https://www.nasdaq.com/symbol/amkr",NA
"2119","AMPH","Amphastar Pharmaceuticals, Inc.","18.53","$857.13M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amph",NA
"2120","ASYS","Amtech Systems, Inc.","4.6","$68.94M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asys",NA
"2121","AFSI","AmTrust Financial Services, Inc.","14.3","$2.83B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afsi",NA
"2122","AMRS","Amyris, Inc.","7.54","$379.89M","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amrs",NA
"2123","ADI","Analog Devices, Inc.","82.335","$30.6B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/adi",NA
"2124","ANAB","AnaptysBio, Inc.","78.75","$1.89B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anab",NA
"2125","AVXL","Anavex Life Sciences Corp.","2.75","$124.94M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/avxl",NA
"2126","ANCB","Anchor Bancorp","26.55","$65.95M","2011","Finance","Banks","https://www.nasdaq.com/symbol/ancb",NA
"2127","ANGI","ANGI Homeservices Inc.","19.31","$9.39B","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/angi",NA
"2128","ANGO","AngioDynamics, Inc.","20.14","$747.63M","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ango",NA
"2129","ANIP","ANI Pharmaceuticals, Inc.","55","$650.58M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anip",NA
"2130","ANIK","Anika Therapeutics Inc.","41","$597.93M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/anik",NA
"2131","ANIX","Anixa Biosciences, Inc.","6.02","$112.55M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/anix",NA
"2132","ANSS","ANSYS, Inc.","150.58","$12.69B","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/anss",NA
"2133","ATRS","Antares Pharma, Inc.","3.34","$525.84M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrs",NA
"2134","APLS","Apellis Pharmaceuticals, Inc.","13.435","$754.75M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apls",NA
"2135","APOG","Apogee Enterprises, Inc.","37.6","$1.06B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/apog",NA
"2136","APEN","Apollo Endosurgery, Inc.","6.19","$135.43M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apen",NA
"2137","AMEH","Apollo Medical Holdings, Inc.","17.75","$595.02M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ameh",NA
"2138","APPF","AppFolio, Inc.","60.07","$2.06B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appf",NA
"2139","APPN","Appian Corporation","23.76","$1.47B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appn",NA
"2140","AAPL","Apple Inc.","219.31","$1059.25B","1980","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/aapl",NA
"2141","ARCI","Appliance Recycling Centers of America, Inc.","0.7501","$6.36M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/arci",NA
"2142","APDN","Applied DNA Sciences Inc","1.25","$37.64M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apdn",NA
"2143","AGTC","Applied Genetic Technologies Corporation","6.45","$116.96M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agtc",NA
"2144","AMAT","Applied Materials, Inc.","34.29","$33.71B","1972","Technology","Semiconductors","https://www.nasdaq.com/symbol/amat",NA
"2145","AAOI","Applied Optoelectronics, Inc.","21.91","$431.58M","2013","Technology","Semiconductors","https://www.nasdaq.com/symbol/aaoi",NA
"2146","AREX","Approach Resources Inc.","1.91","$180.47M","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/arex",NA
"2147","APTI","Apptio, Inc.","28.41","$1.27B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/apti",NA
"2148","APRI","Apricus Biosciences, Inc.","0.3131","$7.34M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apri",NA
"2149","APVO","Aptevo Therapeutics Inc.","4.02","$91.13M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/apvo",NA
"2150","APTX","Aptinyx Inc.","26.09","$873.92M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aptx",NA
"2151","APTO","Aptose Biosciences, Inc.","2.2","$76.25M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/apto",NA
"2152","AQMS","Aqua Metals, Inc.","2.62","$101.6M","2015","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/aqms",NA
"2153","AQST","Aquestive Therapeutics, Inc.","14.36","$357.93M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqst",NA
"2154","AQXP","Aquinox Pharmaceuticals, Inc.","2.59","$60.96M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aqxp",NA
"2155","ARDM","Aradigm Corporation","1.16","$17.63M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ardm",NA
"2156","PETX","Aratana Therapeutics, Inc.","5.36","$255.52M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/petx",NA
"2157","ABUS","Arbutus Biopharma Corporation","4.34","$240.45M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abus",NA
"2158","ARCW","ARC Group Worldwide, Inc.","1.75","$40.86M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arcw",NA
"2159","ABIO","ARCA biopharma, Inc.","0.6272","$8.73M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/abio",NA
"2160","RKDA","Arcadia Biosciences, Inc.","5.28","$25.21M","2015","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/rkda",NA
"2161","ARCB","ArcBest Corporation","38.32","$984.22M","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/arcb",NA
"2162","ACGL","Arch Capital Group Ltd.","27.71","$11.23B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/acgl",NA
"2163","FUV","Arcimoto, Inc.","3.59","$57.42M","2017","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/fuv",NA
"2164","ARDX","Ardelyx, Inc.","3.89","$241.39M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ardx",NA
"2165","ARNA","Arena Pharmaceuticals, Inc.","39.995","$1.97B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arna",NA
"2166","ARGX","argenx SE","81.4","$2.92B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/argx",NA
"2167","ARKR","Ark Restaurants Corp.","23.3","$80.86M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arkr",NA
"2168","ARTX","Arotech Corporation","2.86","$75.75M","1994","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artx",NA
"2169","ARQL","ArQule, Inc.","4.32","$470.09M","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arql",NA
"2170","ARRY","Array BioPharma Inc.","15.15","$3.23B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arry",NA
"2171","ARRS","ARRIS International plc","23.28","$4.2B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/arrs",NA
"2172","AROW","Arrow Financial Corporation","34.73","$501.38M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/arow",NA
"2173","ARWR","Arrowhead Pharmaceuticals, Inc.","13.05","$1.15B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/arwr",NA
"2174","ASNS","Arsanis, Inc.","1.5","$21.47M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/asns",NA
"2175","ARTNA","Artesian Resources Corporation","35.78","$330.67M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/artna",NA
"2176","ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.15","$9.03M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/artw",NA
"2177","ASNA","Ascena Retail Group, Inc.","3.63","$712.84M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/asna",NA
"2178","ASND","Ascendis Pharma A/S","66.88","$2.81B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asnd",NA
"2179","ASCMA","Ascent Capital Group, Inc.","1.085","$13.49M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ascma",NA
"2180","APWC","Asia Pacific Wire & Cable Corporation Limited","2.4","$33.17M","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/apwc",NA
"2181","ASLN","ASLAN Pharmaceuticals Limited","7.3","$233.79M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asln",NA
"2182","ASML","ASML Holding N.V.","175.76","$74.97B","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asml",NA
"2183","ASPU","Aspen Group Inc.","6.25","$114.48M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/aspu",NA
"2184","AZPN","Aspen Technology, Inc.","98.98","$7.03B","1994","Technology","EDP Services","https://www.nasdaq.com/symbol/azpn",NA
"2185","ASMB","Assembly Biosciences, Inc.","23.35","$594.18M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asmb",NA
"2186","ASRT","Assertio Therapeutics, Inc.","5.76","$368.15M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/asrt",NA
"2187","ASFI","Asta Funding, Inc.","3.75","$25.07M","1995","Finance","Finance Companies","https://www.nasdaq.com/symbol/asfi",NA
"2188","ASTE","Astec Industries, Inc.","46.91","$1.08B","1986","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/aste",NA
"2189","ATRO","Astronics Corporation","32.67","$1.06B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/atro",NA
"2190","ALOT","AstroNova, Inc.","19.3","$132.37M","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/alot",NA
"2191","ASTC","Astrotech Corporation","2.8856","$13M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/astc",NA
"2192","ASUR","Asure Software Inc","11.3","$172.02M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/asur",NA
"2193","ASV","ASV Holdings, Inc.","3.99","$39.24M","2017","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/asv",NA
"2194","ATAI","ATA Inc.","1.17","$28.33M","2008","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/atai",NA
"2195","ATRA","Atara Biotherapeutics, Inc.","34.97","$1.59B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/atra",NA
"2196","ATHN","athenahealth, Inc.","122.06","$4.94B","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/athn",NA
"2197","ATNX","Athenex, Inc.","12.91","$856.49M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atnx",NA
"2198","ATHX","Athersys, Inc.","2.03","$281.32M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/athx",NA
"2199","AAME","Atlantic American Corporation","2.8","$56.7M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/aame",NA
"2200","ACBI","Atlantic Capital Bancshares, Inc.","15.65","$408.53M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acbi",NA
"2201","AY","Atlantica Yield plc","20.17","$2.02B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ay",NA
"2202","ATLC","Atlanticus Holdings Corporation","3.31","$51.64M","1995","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atlc",NA
"2203","AAWW","Atlas Air Worldwide Holdings","52.48","$1.34B","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/aaww",NA
"2204","AFH","Atlas Financial Holdings, Inc.","9.63","$114.95M","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afh",NA
"2205","TEAM","Atlassian Corporation Plc","70.18","$16.51B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/team",NA
"2206","ATNI","ATN International, Inc.","74","$1.18B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atni",NA
"2207","ATOM","Atomera Incorporated","4.61","$57.2M","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/atom",NA
"2208","ATOS","Atossa Genetics Inc.","1.5","$8.25M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atos",NA
"2209","ATRC","AtriCure, Inc.","30.29","$1.07B","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrc",NA
"2210","ATRI","Atrion Corporation","689.62","$1.28B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atri",NA
"2211","ATIS","Attis Industries Inc.","0.3029","$6.55M","n/a","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/atis",NA
"2212","ATTU","Attunity Ltd.","15.83","$333.87M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/attu",NA
"2213","LIFE","aTyr Pharma, Inc.","0.7","$20.9M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/life",NA
"2214","AUBN","Auburn National Bancorporation, Inc.","40.22","$146.55M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/aubn",NA
"2215","BOLD","Audentes Therapeutics, Inc.","26.97","$1.01B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bold",NA
"2216","AUDC","AudioCodes Ltd.","9.45","$272.32M","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/audc",NA
"2217","AEYE","AudioEye, Inc.","8","$59.84M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aeye",NA
"2218","AUPH","Aurinia Pharmaceuticals Inc","5.56","$474.4M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/auph",NA
"2219","EARS","Auris Medical Holding AG","0.96","$23.1M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ears",NA
"2220","JG","Aurora Mobile Limited","6.77","$797.52M","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jg",NA
"2221","ADSK","Autodesk, Inc.","133.18","$29.12B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adsk",NA
"2222","AUTL","Autolus Therapeutics plc","31.25","$1.25B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/autl",NA
"2223","ADP","Automatic Data Processing, Inc.","143.41","$62.73B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/adp",NA
"2224","AUTO","AutoWeb, Inc.","2.5","$32.37M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/auto",NA
"2225","AVDL","Avadel Pharmaceuticals plc","4.1","$150.73M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/avdl",NA
"2226","ATXI","Avenue Therapeutics, Inc.","3.62","$38.21M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/atxi",NA
"2227","AVEO","AVEO Pharmaceuticals, Inc.","2.49","$296.39M","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aveo",NA
"2228","AVNW","Aviat Networks, Inc.","15.875","$85.26M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/avnw",NA
"2229","CDMO","Avid Bioservices, Inc.","5.71","$319.77M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cdmo",NA
"2230","AVID","Avid Technology, Inc.","5.41","$226.09M","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avid",NA
"2231","AVGR","Avinger, Inc.","1.13","$13.05M","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/avgr",NA
